persona_id,community,population,social_vulnerability_score,access_to_resources,question_id,option1,option2,priority_choice,ordered_pair
P015,Community 3,20000,0.2,2,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P015,Community 3,20000,0.2,2,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 3']"
P015,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P015,Community 3,20000,0.2,2,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P016,Community 2,12000,0.4,1,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water School in Community 1']"
P016,Community 2,12000,0.4,1,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P016,Community 2,12000,0.4,1,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P016,Community 2,12000,0.4,1,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P016,Community 2,12000,0.4,1,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P016,Community 2,12000,0.4,1,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 2']"
P016,Community 2,12000,0.4,1,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P016,Community 2,12000,0.4,1,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P016,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P016,Community 2,12000,0.4,1,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P017,Community 2,12000,0.4,1,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P017,Community 2,12000,0.4,1,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P017,Community 2,12000,0.4,1,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 2']"
P017,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P017,Community 2,12000,0.4,1,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P017,Community 2,12000,0.4,1,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P017,Community 2,12000,0.4,1,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P017,Community 2,12000,0.4,1,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P017,Community 2,12000,0.4,1,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
P017,Community 2,12000,0.4,1,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 1']"
P018,Community 1,5000,0.7,0,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P018,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P018,Community 1,5000,0.7,0,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 3']"
P018,Community 1,5000,0.7,0,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P018,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P018,Community 1,5000,0.7,0,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Commercial in Community 2']"
P018,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P018,Community 1,5000,0.7,0,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 2']"
P018,Community 1,5000,0.7,0,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P018,Community 1,5000,0.7,0,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P019,Community 1,5000,0.7,0,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 3']"
P019,Community 1,5000,0.7,0,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P019,Community 1,5000,0.7,0,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P019,Community 1,5000,0.7,0,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P019,Community 1,5000,0.7,0,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P019,Community 1,5000,0.7,0,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 3']"
P019,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P019,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P019,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P019,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P020,Community 1,5000,0.7,0,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
